ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.VerMensajesTest	vermensajestest	1590958749112	 	3.3.1
USER	VerMensajesTestNegativo	4071	START	1590958800668	1590958800668
USER	VerMensajeTestPositivo	4032	START	1590958800668	1590958800668
REQUEST	3270		Login	1590958800668	1590958800669	OK	 
REQUEST	3231		Login	1590958800668	1590958800669	OK	 
REQUEST	4071		Welcome	1590958800668	1590958800671	OK	 
REQUEST	4032		Welcome	1590958800668	1590958800671	OK	 
USER	VerMensajesTestNegativo	4072	START	1590958800690	1590958800690
USER	VerMensajeTestPositivo	4033	START	1590958800690	1590958800690
REQUEST	2190		Logged	1590958800690	1590958800691	OK	 
REQUEST	670		MyMensajes	1590958800690	1590958800692	OK	 
REQUEST	2230		Logged	1590958800690	1590958800692	OK	 
REQUEST	2190		Logged Redirect 1	1590958800691	1590958800692	OK	 
REQUEST	711		MyMensajes	1590958800690	1590958800693	OK	 
REQUEST	4033		Welcome	1590958800690	1590958800693	OK	 
REQUEST	4072		Welcome	1590958800690	1590958800693	OK	 
REQUEST	2230		Logged Redirect 1	1590958800692	1590958800694	OK	 
REQUEST	3232		Login	1590958800701	1590958800702	OK	 
REQUEST	3271		Login	1590958800701	1590958800702	OK	 
REQUEST	2231		Logged	1590958800706	1590958800707	OK	 
REQUEST	2191		Logged	1590958800706	1590958800707	OK	 
REQUEST	671		MyMensajes	1590958800706	1590958800708	OK	 
REQUEST	712		MyMensajes	1590958800706	1590958800708	OK	 
REQUEST	2231		Logged Redirect 1	1590958800707	1590958800709	OK	 
REQUEST	2191		Logged Redirect 1	1590958800707	1590958800709	OK	 
USER	VerMensajesTestNegativo	4073	START	1590958800716	1590958800716
USER	VerMensajeTestPositivo	4034	START	1590958800716	1590958800716
REQUEST	4073		Welcome	1590958800716	1590958800719	OK	 
REQUEST	4034		Welcome	1590958800716	1590958800719	OK	 
REQUEST	3233		Login	1590958800727	1590958800727	OK	 
REQUEST	3272		Login	1590958800727	1590958800728	OK	 
USER	VerMensajeTestPositivo	4035	START	1590958800738	1590958800738
USER	VerMensajesTestNegativo	4074	START	1590958800738	1590958800738
REQUEST	2232		Logged	1590958800738	1590958800738	OK	 
REQUEST	672		MyMensajes	1590958800738	1590958800739	OK	 
REQUEST	2192		Logged	1590958800738	1590958800740	OK	 
REQUEST	713		MyMensajes	1590958800738	1590958800740	OK	 
REQUEST	4074		Welcome	1590958800738	1590958800740	OK	 
REQUEST	4035		Welcome	1590958800738	1590958800740	OK	 
REQUEST	2232		Logged Redirect 1	1590958800738	1590958800740	OK	 
REQUEST	2192		Logged Redirect 1	1590958800740	1590958800741	OK	 
REQUEST	2233		Logged	1590958800748	1590958800748	OK	 
REQUEST	3273		Login	1590958800748	1590958800748	OK	 
REQUEST	2193		Logged	1590958800748	1590958800749	OK	 
REQUEST	3234		Login	1590958800748	1590958800749	OK	 
REQUEST	2233		Logged Redirect 1	1590958800748	1590958800750	OK	 
REQUEST	2193		Logged Redirect 1	1590958800749	1590958800750	OK	 
REQUEST	714		MyMensajes	1590958800758	1590958800760	OK	 
REQUEST	673		MyMensajes	1590958800758	1590958800760	OK	 
USER	VerMensajeTestPositivo	4036	START	1590958800769	1590958800769
USER	VerMensajesTestNegativo	4075	START	1590958800769	1590958800769
REQUEST	3235		Login	1590958800769	1590958800770	OK	 
REQUEST	3274		Login	1590958800769	1590958800770	OK	 
REQUEST	4036		Welcome	1590958800769	1590958800772	OK	 
REQUEST	4075		Welcome	1590958800769	1590958800772	OK	 
USER	VerMensajesTestNegativo	4076	START	1590958800790	1590958800790
USER	VerMensajeTestPositivo	4037	START	1590958800790	1590958800790
REQUEST	2194		Logged	1590958800790	1590958800791	OK	 
REQUEST	715		MyMensajes	1590958800790	1590958800792	OK	 
REQUEST	2234		Logged	1590958800790	1590958800792	OK	 
REQUEST	674		MyMensajes	1590958800790	1590958800793	OK	 
REQUEST	2194		Logged Redirect 1	1590958800791	1590958800793	OK	 
REQUEST	4076		Welcome	1590958800790	1590958800794	OK	 
REQUEST	4037		Welcome	1590958800790	1590958800794	OK	 
REQUEST	2234		Logged Redirect 1	1590958800792	1590958800794	OK	 
REQUEST	3275		Login	1590958800801	1590958800801	OK	 
REQUEST	716		MyMensajes	1590958800801	1590958800803	OK	 
REQUEST	3236		Login	1590958800801	1590958800803	OK	 
REQUEST	675		MyMensajes	1590958800801	1590958800804	OK	 
REQUEST	2195		Logged	1590958800812	1590958800813	OK	 
REQUEST	2235		Logged	1590958800812	1590958800814	OK	 
REQUEST	2195		Logged Redirect 1	1590958800813	1590958800814	OK	 
REQUEST	2235		Logged Redirect 1	1590958800814	1590958800815	OK	 
USER	VerMensajesTestNegativo	4077	START	1590958800816	1590958800816
USER	VerMensajeTestPositivo	4038	START	1590958800816	1590958800816
REQUEST	4038		Welcome	1590958800816	1590958800818	OK	 
REQUEST	4077		Welcome	1590958800816	1590958800819	OK	 
REQUEST	3237		Login	1590958800827	1590958800827	OK	 
REQUEST	2196		Logged	1590958800827	1590958800828	OK	 
REQUEST	2236		Logged	1590958800827	1590958800828	OK	 
REQUEST	3276		Login	1590958800827	1590958800828	OK	 
REQUEST	2196		Logged Redirect 1	1590958800828	1590958800829	OK	 
REQUEST	2236		Logged Redirect 1	1590958800828	1590958800830	OK	 
USER	VerMensajesTestNegativo	4078	START	1590958800838	1590958800838
USER	VerMensajeTestPositivo	4039	START	1590958800838	1590958800838
REQUEST	717		MyMensajes	1590958800838	1590958800840	OK	 
REQUEST	4039		Welcome	1590958800838	1590958800841	OK	 
REQUEST	4078		Welcome	1590958800838	1590958800841	OK	 
REQUEST	676		MyMensajes	1590958800838	1590958800841	OK	 
REQUEST	3238		Login	1590958800849	1590958800849	OK	 
REQUEST	3277		Login	1590958800849	1590958800850	OK	 
REQUEST	2197		Logged	1590958800860	1590958800861	OK	 
REQUEST	2237		Logged	1590958800860	1590958800861	OK	 
REQUEST	677		MyMensajes	1590958800860	1590958800862	OK	 
REQUEST	718		MyMensajes	1590958800860	1590958800862	OK	 
REQUEST	2237		Logged Redirect 1	1590958800861	1590958800863	OK	 
REQUEST	2197		Logged Redirect 1	1590958800861	1590958800863	OK	 
USER	VerMensajeTestPositivo	4040	START	1590958800871	1590958800871
USER	VerMensajesTestNegativo	4079	START	1590958800871	1590958800871
REQUEST	4040		Welcome	1590958800871	1590958800873	OK	 
REQUEST	4079		Welcome	1590958800871	1590958800873	OK	 
REQUEST	3278		Login	1590958800882	1590958800882	OK	 
REQUEST	3239		Login	1590958800882	1590958800883	OK	 
REQUEST	719		MyMensajes	1590958800882	1590958800884	OK	 
REQUEST	678		MyMensajes	1590958800882	1590958800884	OK	 
USER	VerMensajesTestNegativo	4080	START	1590958800886	1590958800886
USER	VerMensajeTestPositivo	4041	START	1590958800886	1590958800886
REQUEST	2238		Logged	1590958800886	1590958800887	OK	 
REQUEST	2198		Logged	1590958800886	1590958800888	OK	 
REQUEST	2238		Logged Redirect 1	1590958800887	1590958800889	OK	 
REQUEST	4080		Welcome	1590958800886	1590958800889	OK	 
REQUEST	4041		Welcome	1590958800886	1590958800889	OK	 
REQUEST	2198		Logged Redirect 1	1590958800888	1590958800889	OK	 
REQUEST	3240		Login	1590958800897	1590958800897	OK	 
REQUEST	3279		Login	1590958800897	1590958800898	OK	 
REQUEST	2239		Logged	1590958800907	1590958800907	OK	 
REQUEST	679		MyMensajes	1590958800907	1590958800908	OK	 
REQUEST	2199		Logged	1590958800907	1590958800909	OK	 
REQUEST	2239		Logged Redirect 1	1590958800908	1590958800910	OK	 
REQUEST	720		MyMensajes	1590958800907	1590958800910	OK	 
REQUEST	2199		Logged Redirect 1	1590958800909	1590958800911	OK	 
USER	VerMensajesTestNegativo	4081	START	1590958800917	1590958800917
USER	VerMensajeTestPositivo	4042	START	1590958800917	1590958800917
REQUEST	4081		Welcome	1590958800917	1590958800919	OK	 
REQUEST	4042		Welcome	1590958800917	1590958800919	OK	 
REQUEST	3280		Login	1590958800928	1590958800928	OK	 
REQUEST	3241		Login	1590958800928	1590958800929	OK	 
USER	VerMensajesTestNegativo	4082	START	1590958800939	1590958800939
USER	VerMensajeTestPositivo	4043	START	1590958800939	1590958800939
REQUEST	2200		Logged	1590958800939	1590958800939	OK	 
REQUEST	2240		Logged	1590958800939	1590958800940	OK	 
REQUEST	680		MyMensajes	1590958800939	1590958800941	OK	 
REQUEST	2200		Logged Redirect 1	1590958800939	1590958800941	OK	 
REQUEST	721		MyMensajes	1590958800939	1590958800942	OK	 
REQUEST	4082		Welcome	1590958800939	1590958800942	OK	 
REQUEST	4043		Welcome	1590958800939	1590958800942	OK	 
REQUEST	2240		Logged Redirect 1	1590958800940	1590958800942	OK	 
REQUEST	2241		Logged	1590958800950	1590958800950	OK	 
REQUEST	3281		Login	1590958800950	1590958800950	OK	 
REQUEST	3242		Login	1590958800950	1590958800951	OK	 
REQUEST	2241		Logged Redirect 1	1590958800950	1590958800952	OK	 
REQUEST	2201		Logged	1590958800960	1590958800961	OK	 
REQUEST	722		MyMensajes	1590958800961	1590958800962	OK	 
REQUEST	681		MyMensajes	1590958800961	1590958800963	OK	 
REQUEST	2201		Logged Redirect 1	1590958800961	1590958800963	OK	 
USER	VerMensajeTestPositivo	4083	START	1590958800982	1590958800982
USER	VerMensajesTestNegativo	4123	START	1590958800982	1590958800982
REQUEST	2284		Logged	1590958800982	1590958800982	OK	 
REQUEST	3243		Login	1590958800982	1590958800982	OK	 
REQUEST	3282		Login	1590958800982	1590958800983	OK	 
REQUEST	2243		Logged	1590958800982	1590958800983	OK	 
REQUEST	2242		Logged	1590958800982	1590958800983	OK	 
REQUEST	2202		Logged	1590958800982	1590958800983	OK	 
REQUEST	2284		Logged Redirect 1	1590958800982	1590958800985	OK	 
REQUEST	4083		Welcome	1590958800982	1590958800985	OK	 
REQUEST	2243		Logged Redirect 1	1590958800983	1590958800985	OK	 
REQUEST	4123		Welcome	1590958800982	1590958800985	OK	 
REQUEST	2202		Logged Redirect 1	1590958800983	1590958800985	OK	 
REQUEST	2242		Logged Redirect 1	1590958800983	1590958800985	OK	 
REQUEST	723		MyMensajes	1590958800986	1590958800988	OK	 
REQUEST	682		MyMensajes	1590958800986	1590958800988	OK	 
REQUEST	3283		Login	1590958800996	1590958800997	OK	 
REQUEST	3323		Login	1590958800996	1590958800997	OK	 
REQUEST	683		MyMensajes	1590958800996	1590958800998	OK	 
REQUEST	724		MyMensajes	1590958800996	1590958800998	OK	 
USER	VerMensajesTestNegativo	4124	START	1590958801006	1590958801006
USER	VerMensajeTestPositivo	4084	START	1590958801006	1590958801006
REQUEST	4124		Welcome	1590958801007	1590958801009	OK	 
REQUEST	4084		Welcome	1590958801007	1590958801009	OK	 
USER	VerMensajesTestNegativo	4125	START	1590958801027	1590958801027
USER	VerMensajeTestPositivo	4085	START	1590958801027	1590958801027
REQUEST	3324		Login	1590958801027	1590958801028	OK	 
REQUEST	765		MyMensajes	1590958801027	1590958801029	OK	 
REQUEST	3284		Login	1590958801027	1590958801029	OK	 
REQUEST	4085		Welcome	1590958801028	1590958801030	OK	 
REQUEST	4125		Welcome	1590958801028	1590958801030	OK	 
REQUEST	2244		Logged	1590958801039	1590958801039	OK	 
REQUEST	2285		Logged	1590958801039	1590958801040	OK	 
REQUEST	725		MyMensajes	1590958801039	1590958801040	OK	 
REQUEST	2244		Logged Redirect 1	1590958801039	1590958801041	OK	 
REQUEST	2285		Logged Redirect 1	1590958801040	1590958801041	OK	 
REQUEST	2286		Logged	1590958801050	1590958801050	OK	 
REQUEST	3325		Login	1590958801050	1590958801050	OK	 
REQUEST	3285		Login	1590958801050	1590958801051	OK	 
REQUEST	2286		Logged Redirect 1	1590958801050	1590958801052	OK	 
USER	VerMensajeTestPositivo	4086	START	1590958801061	1590958801061
USER	VerMensajesTestNegativo	4126	START	1590958801061	1590958801061
REQUEST	2245		Logged	1590958801061	1590958801061	OK	 
REQUEST	766		MyMensajes	1590958801061	1590958801062	OK	 
REQUEST	2245		Logged Redirect 1	1590958801061	1590958801064	OK	 
REQUEST	726		MyMensajes	1590958801061	1590958801064	OK	 
REQUEST	4126		Welcome	1590958801061	1590958801064	OK	 
REQUEST	4086		Welcome	1590958801061	1590958801064	OK	 
REQUEST	2246		Logged	1590958801071	1590958801072	OK	 
REQUEST	2287		Logged	1590958801071	1590958801072	OK	 
REQUEST	2246		Logged Redirect 1	1590958801072	1590958801073	OK	 
REQUEST	2287		Logged Redirect 1	1590958801072	1590958801074	OK	 
USER	VerMensajeTestPositivo	4087	START	1590958801081	1590958801081
USER	VerMensajesTestNegativo	4127	START	1590958801081	1590958801081
REQUEST	3286		Login	1590958801081	1590958801082	OK	 
REQUEST	3326		Login	1590958801081	1590958801082	OK	 
REQUEST	767		MyMensajes	1590958801081	1590958801083	OK	 
REQUEST	727		MyMensajes	1590958801081	1590958801083	OK	 
REQUEST	4087		Welcome	1590958801081	1590958801084	OK	 
REQUEST	4127		Welcome	1590958801081	1590958801084	OK	 
REQUEST	3287		Login	1590958801096	1590958801097	OK	 
REQUEST	3327		Login	1590958801096	1590958801097	OK	 
USER	VerMensajeTestPositivo	4088	START	1590958801106	1590958801106
USER	VerMensajesTestNegativo	4128	START	1590958801106	1590958801106
REQUEST	2247		Logged	1590958801106	1590958801107	OK	 
REQUEST	2288		Logged	1590958801106	1590958801108	OK	 
REQUEST	728		MyMensajes	1590958801106	1590958801108	OK	 
REQUEST	768		MyMensajes	1590958801106	1590958801109	OK	 
REQUEST	2247		Logged Redirect 1	1590958801107	1590958801109	OK	 
REQUEST	4128		Welcome	1590958801107	1590958801109	OK	 
REQUEST	4088		Welcome	1590958801107	1590958801109	OK	 
REQUEST	2288		Logged Redirect 1	1590958801108	1590958801109	OK	 
USER	VerMensajesTestNegativo	4129	START	1590958801128	1590958801128
USER	VerMensajeTestPositivo	4089	START	1590958801128	1590958801128
REQUEST	3328		Login	1590958801127	1590958801128	OK	 
REQUEST	3288		Login	1590958801127	1590958801129	OK	 
REQUEST	769		MyMensajes	1590958801127	1590958801129	OK	 
REQUEST	4089		Welcome	1590958801128	1590958801130	OK	 
REQUEST	4129		Welcome	1590958801128	1590958801130	OK	 
REQUEST	2248		Logged	1590958801139	1590958801139	OK	 
REQUEST	2289		Logged	1590958801139	1590958801140	OK	 
REQUEST	729		MyMensajes	1590958801139	1590958801140	OK	 
REQUEST	2289		Logged Redirect 1	1590958801140	1590958801142	OK	 
REQUEST	2248		Logged Redirect 1	1590958801140	1590958801142	OK	 
REQUEST	3289		Login	1590958801149	1590958801149	OK	 
REQUEST	2290		Logged	1590958801149	1590958801149	OK	 
REQUEST	3329		Login	1590958801149	1590958801150	OK	 
REQUEST	2249		Logged	1590958801149	1590958801150	OK	 
REQUEST	2290		Logged Redirect 1	1590958801149	1590958801151	OK	 
REQUEST	2249		Logged Redirect 1	1590958801150	1590958801151	OK	 
USER	VerMensajeTestPositivo	4090	START	1590958801160	1590958801160
USER	VerMensajesTestNegativo	4130	START	1590958801160	1590958801160
REQUEST	771		MyMensajes	1590958801160	1590958801161	OK	 
REQUEST	4090		Welcome	1590958801160	1590958801162	OK	 
REQUEST	4130		Welcome	1590958801160	1590958801162	OK	 
REQUEST	770		MyMensajes	1590958801160	1590958801163	OK	 
REQUEST	730		MyMensajes	1590958801160	1590958801163	OK	 
USER	VerMensajeTestPositivo	4091	START	1590958801176	1590958801176
USER	VerMensajesTestNegativo	4131	START	1590958801176	1590958801176
REQUEST	3290		Login	1590958801176	1590958801177	OK	 
REQUEST	3330		Login	1590958801176	1590958801177	OK	 
REQUEST	4091		Welcome	1590958801176	1590958801179	OK	 
REQUEST	4131		Welcome	1590958801176	1590958801178	OK	 
REQUEST	2291		Logged	1590958801187	1590958801188	OK	 
REQUEST	2250		Logged	1590958801187	1590958801188	OK	 
REQUEST	731		MyMensajes	1590958801187	1590958801188	OK	 
REQUEST	2291		Logged Redirect 1	1590958801188	1590958801189	OK	 
REQUEST	2250		Logged Redirect 1	1590958801188	1590958801190	OK	 
REQUEST	3291		Login	1590958801198	1590958801198	OK	 
REQUEST	3331		Login	1590958801198	1590958801199	OK	 
USER	VerMensajesTestNegativo	4132	START	1590958801208	1590958801208
USER	VerMensajeTestPositivo	4092	START	1590958801208	1590958801208
REQUEST	2292		Logged	1590958801208	1590958801209	OK	 
REQUEST	2251		Logged	1590958801208	1590958801209	OK	 
REQUEST	772		MyMensajes	1590958801208	1590958801210	OK	 
REQUEST	4132		Welcome	1590958801208	1590958801211	OK	 
REQUEST	4092		Welcome	1590958801208	1590958801211	OK	 
REQUEST	732		MyMensajes	1590958801208	1590958801211	OK	 
REQUEST	2251		Logged Redirect 1	1590958801209	1590958801211	OK	 
REQUEST	2292		Logged Redirect 1	1590958801209	1590958801212	OK	 
USER	VerMensajeTestPositivo	4093	START	1590958801229	1590958801229
USER	VerMensajesTestNegativo	4133	START	1590958801229	1590958801229
REQUEST	3332		Login	1590958801229	1590958801229	OK	 
REQUEST	3292		Login	1590958801229	1590958801230	OK	 
REQUEST	773		MyMensajes	1590958801229	1590958801231	OK	 
REQUEST	4133		Welcome	1590958801229	1590958801231	OK	 
REQUEST	4093		Welcome	1590958801229	1590958801232	OK	 
REQUEST	3293		Login	1590958801239	1590958801240	OK	 
REQUEST	2252		Logged	1590958801239	1590958801240	OK	 
REQUEST	2293		Logged	1590958801239	1590958801240	OK	 
REQUEST	3333		Login	1590958801239	1590958801241	OK	 
REQUEST	2252		Logged Redirect 1	1590958801240	1590958801242	OK	 
REQUEST	2293		Logged Redirect 1	1590958801240	1590958801242	OK	 
REQUEST	733		MyMensajes	1590958801239	1590958801242	OK	 
REQUEST	2253		Logged	1590958801249	1590958801250	OK	 
REQUEST	2294		Logged	1590958801249	1590958801251	OK	 
REQUEST	2253		Logged Redirect 1	1590958801250	1590958801252	OK	 
REQUEST	2294		Logged Redirect 1	1590958801251	1590958801252	OK	 
USER	VerMensajesTestNegativo	4134	START	1590958801260	1590958801260
USER	VerMensajeTestPositivo	4094	START	1590958801260	1590958801260
REQUEST	734		MyMensajes	1590958801260	1590958801262	OK	 
REQUEST	774		MyMensajes	1590958801260	1590958801262	OK	 
REQUEST	4094		Welcome	1590958801260	1590958801263	OK	 
REQUEST	4134		Welcome	1590958801260	1590958801263	OK	 
REQUEST	2254		Logged	1590958801271	1590958801272	OK	 
REQUEST	2295		Logged	1590958801271	1590958801273	OK	 
REQUEST	2295		Logged Redirect 1	1590958801273	1590958801274	OK	 
REQUEST	2254		Logged Redirect 1	1590958801272	1590958801274	OK	 
USER	VerMensajesTestNegativo	4135	START	1590958801276	1590958801276
USER	VerMensajeTestPositivo	4095	START	1590958801276	1590958801276
REQUEST	3294		Login	1590958801276	1590958801277	OK	 
REQUEST	3334		Login	1590958801276	1590958801277	OK	 
REQUEST	735		MyMensajes	1590958801276	1590958801278	OK	 
REQUEST	4135		Welcome	1590958801276	1590958801278	OK	 
REQUEST	4095		Welcome	1590958801276	1590958801279	OK	 
REQUEST	775		MyMensajes	1590958801276	1590958801280	OK	 
REQUEST	3295		Login	1590958801297	1590958801298	OK	 
REQUEST	3335		Login	1590958801297	1590958801299	OK	 
USER	VerMensajeTestPositivo	4096	START	1590958801309	1590958801309
USER	VerMensajesTestNegativo	4136	START	1590958801309	1590958801309
REQUEST	2255		Logged	1590958801309	1590958801309	OK	 
REQUEST	2296		Logged	1590958801309	1590958801310	OK	 
REQUEST	4096		Welcome	1590958801309	1590958801311	OK	 
REQUEST	4136		Welcome	1590958801309	1590958801311	OK	 
REQUEST	2255		Logged Redirect 1	1590958801310	1590958801311	OK	 
REQUEST	2296		Logged Redirect 1	1590958801310	1590958801312	OK	 
REQUEST	776		MyMensajes	1590958801319	1590958801321	OK	 
REQUEST	736		MyMensajes	1590958801319	1590958801321	OK	 
USER	VerMensajeTestPositivo	4097	START	1590958801330	1590958801330
USER	VerMensajesTestNegativo	4137	START	1590958801330	1590958801330
REQUEST	3296		Login	1590958801330	1590958801331	OK	 
REQUEST	3336		Login	1590958801330	1590958801332	OK	 
REQUEST	777		MyMensajes	1590958801330	1590958801332	OK	 
REQUEST	4097		Welcome	1590958801331	1590958801333	OK	 
REQUEST	4137		Welcome	1590958801331	1590958801333	OK	 
REQUEST	2256		Logged	1590958801342	1590958801342	OK	 
REQUEST	3297		Login	1590958801342	1590958801342	OK	 
REQUEST	2297		Logged	1590958801342	1590958801343	OK	 
REQUEST	3337		Login	1590958801342	1590958801343	OK	 
REQUEST	737		MyMensajes	1590958801342	1590958801344	OK	 
REQUEST	2297		Logged Redirect 1	1590958801343	1590958801345	OK	 
REQUEST	2256		Logged Redirect 1	1590958801342	1590958801345	OK	 
REQUEST	2298		Logged	1590958801346	1590958801347	OK	 
REQUEST	2257		Logged	1590958801346	1590958801347	OK	 
REQUEST	2298		Logged Redirect 1	1590958801347	1590958801348	OK	 
REQUEST	2257		Logged Redirect 1	1590958801347	1590958801349	OK	 
USER	VerMensajesTestNegativo	4138	START	1590958801357	1590958801357
USER	VerMensajeTestPositivo	4098	START	1590958801357	1590958801357
REQUEST	738		MyMensajes	1590958801357	1590958801358	OK	 
