ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.CrearAnuncioTest	crearanunciotest	1590177273315	 	3.3.1
USER	CrearAnuncioTestPositivo	1413	START	1590177303258	1590177303258
USER	CrearAnuncioTestNegativo	1438	START	1590177303258	1590177303258
REQUEST	11		Logged	1590177303258	1590177303261	OK	 
REQUEST	1413		Welcome	1590177303258	1590177303262	OK	 
REQUEST	11		Logged Redirect 1	1590177303262	1590177303262	OK	 
REQUEST	1438		Welcome	1590177303258	1590177303264	OK	 
REQUEST	963		Login	1590177303268	1590177303269	OK	 
REQUEST	988		Login	1590177303268	1590177303269	OK	 
USER	CrearAnuncioTestPositivo	1414	START	1590177303298	1590177303298
USER	CrearAnuncioTestNegativo	1439	START	1590177303298	1590177303298
REQUEST	63		Logged	1590177303297	1590177303302	OK	 
REQUEST	1414		Welcome	1590177303298	1590177303304	OK	 
REQUEST	1439		Welcome	1590177303298	1590177303304	OK	 
REQUEST	63		Logged Redirect 1	1590177303302	1590177303305	OK	 
REQUEST	64		Logged	1590177303312	1590177303316	OK	 
REQUEST	64		Logged Redirect 1	1590177303317	1590177303318	OK	 
REQUEST	12		Logged	1590177303314	1590177303318	OK	 
REQUEST	12		Logged Redirect 1	1590177303318	1590177303320	OK	 
REQUEST	989		Login	1590177303319	1590177303320	OK	 
REQUEST	964		Login	1590177303319	1590177303321	OK	 
USER	CrearAnuncioTestPositivo	1415	START	1590177303343	1590177303343
USER	CrearAnuncioTestNegativo	1440	START	1590177303344	1590177303344
REQUEST	1415		Welcome	1590177303344	1590177303347	OK	 
REQUEST	1440		Welcome	1590177303344	1590177303347	OK	 
REQUEST	13		Logged	1590177303344	1590177303348	OK	 
REQUEST	990		Login	1590177303348	1590177303349	OK	 
REQUEST	965		Login	1590177303348	1590177303349	OK	 
REQUEST	13		Logged Redirect 1	1590177303348	1590177303350	OK	 
REQUEST	65		Logged	1590177303375	1590177303377	OK	 
USER	CrearAnuncioTestPositivo	1416	START	1590177303378	1590177303378
USER	CrearAnuncioTestNegativo	1441	START	1590177303378	1590177303378
REQUEST	65		Logged Redirect 1	1590177303378	1590177303380	OK	 
REQUEST	1416		Welcome	1590177303378	1590177303382	OK	 
REQUEST	14		Logged	1590177303378	1590177303383	OK	 
REQUEST	1441		Welcome	1590177303379	1590177303383	OK	 
REQUEST	14		Logged Redirect 1	1590177303383	1590177303384	OK	 
REQUEST	991		Login	1590177303406	1590177303407	OK	 
REQUEST	966		Login	1590177303406	1590177303409	OK	 
REQUEST	66		Logged	1590177303410	1590177303413	OK	 
REQUEST	66		Logged Redirect 1	1590177303413	1590177303414	OK	 
USER	CrearAnuncioTestNegativo	1442	START	1590177303422	1590177303422
USER	CrearAnuncioTestPositivo	1417	START	1590177303421	1590177303421
REQUEST	992		Login	1590177303422	1590177303425	OK	 
REQUEST	967		Login	1590177303422	1590177303425	OK	 
REQUEST	1442		Welcome	1590177303422	1590177303428	OK	 
REQUEST	1417		Welcome	1590177303422	1590177303428	OK	 
REQUEST	15		Logged	1590177303430	1590177303432	OK	 
REQUEST	15		Logged Redirect 1	1590177303433	1590177303434	OK	 
USER	CrearAnuncioTestPositivo	1418	START	1590177303458	1590177303458
USER	CrearAnuncioTestNegativo	1443	START	1590177303458	1590177303458
REQUEST	1418		Welcome	1590177303458	1590177303461	OK	 
REQUEST	1443		Welcome	1590177303458	1590177303461	OK	 
REQUEST	67		Logged	1590177303458	1590177303462	OK	 
REQUEST	67		Logged Redirect 1	1590177303462	1590177303463	OK	 
REQUEST	993		Login	1590177303471	1590177303472	OK	 
REQUEST	968		Login	1590177303471	1590177303474	OK	 
REQUEST	16		Logged	1590177303471	1590177303475	OK	 
REQUEST	16		Logged Redirect 1	1590177303476	1590177303477	OK	 
REQUEST	68		Logged	1590177303488	1590177303490	OK	 
REQUEST	68		Logged Redirect 1	1590177303491	1590177303491	OK	 
USER	CrearAnuncioTestNegativo	1444	START	1590177303502	1590177303502
USER	CrearAnuncioTestPositivo	1419	START	1590177303502	1590177303502
REQUEST	1444		Welcome	1590177303502	1590177303505	OK	 
REQUEST	1419		Welcome	1590177303502	1590177303505	OK	 
REQUEST	17		Logged	1590177303518	1590177303520	OK	 
REQUEST	17		Logged Redirect 1	1590177303521	1590177303521	OK	 
REQUEST	18		Logged	1590177303533	1590177303537	OK	 
REQUEST	18		Logged Redirect 1	1590177303537	1590177303538	OK	 
USER	CrearAnuncioTestPositivo	1420	START	1590177303538	1590177303538
USER	CrearAnuncioTestNegativo	1445	START	1590177303539	1590177303539
REQUEST	69		Logged	1590177303533	1590177303540	OK	 
REQUEST	1420		Welcome	1590177303538	1590177303542	OK	 
REQUEST	69		Logged Redirect 1	1590177303541	1590177303542	OK	 
REQUEST	1445		Welcome	1590177303539	1590177303544	OK	 
REQUEST	969		Login	1590177303549	1590177303550	OK	 
REQUEST	970		Login	1590177303549	1590177303551	OK	 
REQUEST	995		Login	1590177303549	1590177303552	OK	 
REQUEST	994		Login	1590177303549	1590177303552	OK	 
REQUEST	70		Logged	1590177303565	1590177303567	OK	 
REQUEST	70		Logged Redirect 1	1590177303568	1590177303568	OK	 
USER	CrearAnuncioTestPositivo	1421	START	1590177303580	1590177303580
USER	CrearAnuncioTestNegativo	1446	START	1590177303580	1590177303580
REQUEST	1421		Welcome	1590177303580	1590177303584	OK	 
REQUEST	1446		Welcome	1590177303580	1590177303584	OK	 
REQUEST	19		Logged	1590177303580	1590177303586	OK	 
REQUEST	19		Logged Redirect 1	1590177303586	1590177303587	OK	 
REQUEST	971		Login	1590177303596	1590177303597	OK	 
REQUEST	996		Login	1590177303596	1590177303598	OK	 
REQUEST	71		Logged	1590177303599	1590177303602	OK	 
REQUEST	71		Logged Redirect 1	1590177303602	1590177303604	OK	 
USER	CrearAnuncioTestPositivo	1422	START	1590177303627	1590177303627
USER	CrearAnuncioTestNegativo	1447	START	1590177303627	1590177303627
REQUEST	1422		Welcome	1590177303627	1590177303632	OK	 
REQUEST	997		Login	1590177303633	1590177303634	OK	 
REQUEST	972		Login	1590177303635	1590177303636	OK	 
REQUEST	20		Logged	1590177303627	1590177303637	OK	 
REQUEST	1447		Welcome	1590177303629	1590177303638	OK	 
REQUEST	20		Logged Redirect 1	1590177303638	1590177303639	OK	 
USER	CrearAnuncioTestNegativo	1448	START	1590177303658	1590177303658
USER	CrearAnuncioTestPositivo	1423	START	1590177303658	1590177303658
REQUEST	1423		Welcome	1590177303658	1590177303662	OK	 
REQUEST	1448		Welcome	1590177303658	1590177303662	OK	 
REQUEST	72		Logged	1590177303658	1590177303663	OK	 
REQUEST	72		Logged Redirect 1	1590177303663	1590177303664	OK	 
REQUEST	998		Login	1590177303674	1590177303675	OK	 
REQUEST	973		Login	1590177303674	1590177303676	OK	 
REQUEST	21		Logged	1590177303674	1590177303677	OK	 
REQUEST	21		Logged Redirect 1	1590177303678	1590177303679	OK	 
REQUEST	73		Logged	1590177303678	1590177303681	OK	 
REQUEST	73		Logged Redirect 1	1590177303682	1590177303683	OK	 
USER	CrearAnuncioTestNegativo	1449	START	1590177303705	1590177303705
USER	CrearAnuncioTestPositivo	1424	START	1590177303705	1590177303705
REQUEST	1449		Welcome	1590177303705	1590177303709	OK	 
REQUEST	1424		Welcome	1590177303705	1590177303710	OK	 
REQUEST	999		Login	1590177303710	1590177303711	OK	 
REQUEST	974		Login	1590177303710	1590177303712	OK	 
REQUEST	22		Logged	1590177303705	1590177303713	OK	 
REQUEST	22		Logged Redirect 1	1590177303713	1590177303714	OK	 
USER	CrearAnuncioTestPositivo	1425	START	1590177303738	1590177303738
USER	CrearAnuncioTestNegativo	1450	START	1590177303739	1590177303739
REQUEST	1425		Welcome	1590177303739	1590177303742	OK	 
REQUEST	74		Logged	1590177303739	1590177303743	OK	 
REQUEST	1450		Welcome	1590177303739	1590177303745	OK	 
REQUEST	74		Logged Redirect 1	1590177303744	1590177303746	OK	 
REQUEST	1000		Login	1590177303752	1590177303754	OK	 
REQUEST	975		Login	1590177303753	1590177303754	OK	 
REQUEST	23		Logged	1590177303752	1590177303757	OK	 
REQUEST	23		Logged Redirect 1	1590177303757	1590177303758	OK	 
REQUEST	75		Logged	1590177303768	1590177303771	OK	 
REQUEST	75		Logged Redirect 1	1590177303771	1590177303774	OK	 
USER	CrearAnuncioTestPositivo	1426	START	1590177303783	1590177303783
USER	CrearAnuncioTestNegativo	1451	START	1590177303784	1590177303784
REQUEST	1426		Welcome	1590177303784	1590177303789	OK	 
REQUEST	1451		Welcome	1590177303785	1590177303789	OK	 
REQUEST	1001		Login	1590177303791	1590177303792	OK	 
REQUEST	976		Login	1590177303794	1590177303795	OK	 
REQUEST	24		Logged	1590177303790	1590177303796	OK	 
REQUEST	24		Logged Redirect 1	1590177303796	1590177303798	OK	 
REQUEST	76		Logged	1590177303815	1590177303818	OK	 
REQUEST	76		Logged Redirect 1	1590177303818	1590177303819	OK	 
USER	CrearAnuncioTestPositivo	1427	START	1590177303820	1590177303820
USER	CrearAnuncioTestNegativo	1452	START	1590177303823	1590177303823
REQUEST	25		Logged	1590177303818	1590177303824	OK	 
REQUEST	1427		Welcome	1590177303820	1590177303826	OK	 
REQUEST	1452		Welcome	1590177303823	1590177303827	OK	 
REQUEST	25		Logged Redirect 1	1590177303824	1590177303828	OK	 
REQUEST	1002		Login	1590177303829	1590177303830	OK	 
REQUEST	977		Login	1590177303829	1590177303831	OK	 
USER	CrearAnuncioTestPositivo	1453	START	1590177303848	1590177303848
USER	CrearAnuncioTestNegativo	1478	START	1590177303848	1590177303848
REQUEST	77		Logged	1590177303846	1590177303851	OK	 
REQUEST	1478		Welcome	1590177303848	1590177303853	OK	 
REQUEST	1453		Welcome	1590177303848	1590177303853	OK	 
REQUEST	77		Logged Redirect 1	1590177303851	1590177303854	OK	 
REQUEST	1028		Login	1590177303877	1590177303878	OK	 
REQUEST	1003		Login	1590177303877	1590177303879	OK	 
REQUEST	26		Logged	1590177303880	1590177303882	OK	 
REQUEST	26		Logged Redirect 1	1590177303882	1590177303883	OK	 
USER	CrearAnuncioTestPositivo	1454	START	1590177303893	1590177303893
USER	CrearAnuncioTestNegativo	1479	START	1590177303893	1590177303893
REQUEST	1454		Welcome	1590177303893	1590177303898	OK	 
REQUEST	78		Logged	1590177303893	1590177303902	OK	 
REQUEST	78		Logged Redirect 1	1590177303902	1590177303904	OK	 
REQUEST	1479		Welcome	1590177303895	1590177303905	OK	 
REQUEST	1029		Login	1590177303913	1590177303914	OK	 
REQUEST	1004		Login	1590177303915	1590177303917	OK	 
REQUEST	27		Logged	1590177303910	1590177303918	OK	 
REQUEST	27		Logged Redirect 1	1590177303919	1590177303920	OK	 
USER	CrearAnuncioTestPositivo	1455	START	1590177303928	1590177303928
USER	CrearAnuncioTestNegativo	1480	START	1590177303928	1590177303928
REQUEST	1455		Welcome	1590177303928	1590177303932	OK	 
REQUEST	79		Logged	1590177303928	1590177303933	OK	 
REQUEST	79		Logged Redirect 1	1590177303933	1590177303934	OK	 
REQUEST	1480		Welcome	1590177303928	1590177303935	OK	 
REQUEST	1005		Login	1590177303959	1590177303960	OK	 
REQUEST	28		Logged	1590177303955	1590177303962	OK	 
REQUEST	1030		Login	1590177303961	1590177303963	OK	 
REQUEST	28		Logged Redirect 1	1590177303962	1590177303963	OK	 
REQUEST	80		Logged	1590177303958	1590177303964	OK	 
REQUEST	80		Logged Redirect 1	1590177303965	1590177303966	OK	 
USER	CrearAnuncioTestNegativo	1481	START	1590177303971	1590177303971
USER	CrearAnuncioTestPositivo	1456	START	1590177303970	1590177303970
REQUEST	1481		Welcome	1590177303971	1590177303975	OK	 
REQUEST	1456		Welcome	1590177303971	1590177303975	OK	 
REQUEST	1031		Login	1590177303988	1590177303989	OK	 
REQUEST	1006		Login	1590177303991	1590177303992	OK	 
REQUEST	29		Logged	1590177303988	1590177303994	OK	 
REQUEST	29		Logged Redirect 1	1590177303994	1590177303996	OK	 
USER	CrearAnuncioTestPositivo	1457	START	1590177304009	1590177304009
USER	CrearAnuncioTestNegativo	1482	START	1590177304013	1590177304013
REQUEST	81		Logged	1590177304008	1590177304018	OK	 
REQUEST	1482		Welcome	1590177304013	1590177304021	OK	 
REQUEST	1457		Welcome	1590177304010	1590177304022	OK	 
REQUEST	81		Logged Redirect 1	1590177304018	1590177304027	OK	 
REQUEST	30		Logged	1590177304025	1590177304028	OK	 
REQUEST	30		Logged Redirect 1	1590177304028	1590177304029	OK	 
REQUEST	1032		Login	1590177304038	1590177304040	OK	 
REQUEST	1007		Login	1590177304039	1590177304042	OK	 
REQUEST	82		Logged	1590177304038	1590177304043	OK	 
REQUEST	82		Logged Redirect 1	1590177304044	1590177304045	OK	 
USER	CrearAnuncioTestNegativo	1483	START	1590177304049	1590177304049
USER	CrearAnuncioTestPositivo	1458	START	1590177304049	1590177304049
REQUEST	1483		Welcome	1590177304049	1590177304053	OK	 
REQUEST	1458		Welcome	1590177304049	1590177304053	OK	 
REQUEST	1033		Login	1590177304068	1590177304069	OK	 
REQUEST	1008		Login	1590177304068	1590177304070	OK	 
REQUEST	31		Logged	1590177304080	1590177304082	OK	 
REQUEST	31		Logged Redirect 1	1590177304083	1590177304084	OK	 
USER	CrearAnuncioTestPositivo	1459	START	1590177304096	1590177304096
USER	CrearAnuncioTestNegativo	1484	START	1590177304096	1590177304096
REQUEST	83		Logged	1590177304096	1590177304100	OK	 
REQUEST	1484		Welcome	1590177304096	1590177304100	OK	 
REQUEST	1459		Welcome	1590177304096	1590177304100	OK	 
REQUEST	83		Logged Redirect 1	1590177304100	1590177304101	OK	 
REQUEST	1009		Login	1590177304111	1590177304114	OK	 
REQUEST	1034		Login	1590177304111	1590177304114	OK	 
REQUEST	32		Logged	1590177304112	1590177304116	OK	 
REQUEST	32		Logged Redirect 1	1590177304116	1590177304117	OK	 
USER	CrearAnuncioTestPositivo	1460	START	1590177304128	1590177304128
USER	CrearAnuncioTestNegativo	1485	START	1590177304128	1590177304128
REQUEST	1460		Welcome	1590177304128	1590177304131	OK	 
REQUEST	1485		Welcome	1590177304128	1590177304131	OK	 
REQUEST	84		Logged	1590177304128	1590177304132	OK	 
REQUEST	84		Logged Redirect 1	1590177304133	1590177304134	OK	 
REQUEST	1010		Login	1590177304158	1590177304159	OK	 
REQUEST	1035		Login	1590177304158	1590177304160	OK	 
REQUEST	33		Logged	1590177304158	1590177304163	OK	 
REQUEST	33		Logged Redirect 1	1590177304163	1590177304164	OK	 
USER	CrearAnuncioTestPositivo	1461	START	1590177304174	1590177304174
USER	CrearAnuncioTestNegativo	1486	START	1590177304174	1590177304174
REQUEST	1461		Welcome	1590177304174	1590177304180	OK	 
REQUEST	85		Logged	1590177304174	1590177304181	OK	 
REQUEST	1486		Welcome	1590177304176	1590177304183	OK	 
REQUEST	85		Logged Redirect 1	1590177304181	1590177304183	OK	 
REQUEST	1011		Login	1590177304192	1590177304193	OK	 
REQUEST	1036		Login	1590177304193	1590177304195	OK	 
REQUEST	34		Logged	1590177304189	1590177304196	OK	 
REQUEST	34		Logged Redirect 1	1590177304197	1590177304198	OK	 
USER	CrearAnuncioTestPositivo	1462	START	1590177304208	1590177304208
USER	CrearAnuncioTestNegativo	1487	START	1590177304208	1590177304208
REQUEST	1462		Welcome	1590177304208	1590177304212	OK	 
REQUEST	1487		Welcome	1590177304209	1590177304212	OK	 
REQUEST	86		Logged	1590177304208	1590177304215	OK	 
REQUEST	86		Logged Redirect 1	1590177304215	1590177304216	OK	 
REQUEST	1037		Login	1590177304238	1590177304239	OK	 
REQUEST	1012		Login	1590177304240	1590177304241	OK	 
REQUEST	87		Logged	1590177304236	1590177304241	OK	 
REQUEST	87		Logged Redirect 1	1590177304242	1590177304242	OK	 
REQUEST	35		Logged	1590177304236	1590177304242	OK	 
REQUEST	35		Logged Redirect 1	1590177304243	1590177304244	OK	 
USER	CrearAnuncioTestPositivo	1463	START	1590177304252	1590177304252
USER	CrearAnuncioTestNegativo	1488	START	1590177304252	1590177304252
REQUEST	1463		Welcome	1590177304252	1590177304255	OK	 
REQUEST	1488		Welcome	1590177304252	1590177304256	OK	 
REQUEST	1038		Login	1590177304268	1590177304269	OK	 
REQUEST	1013		Login	1590177304268	1590177304269	OK	 
REQUEST	36		Logged	1590177304268	1590177304272	OK	 
REQUEST	36		Logged Redirect 1	1590177304272	1590177304273	OK	 
USER	CrearAnuncioTestNegativo	1489	START	1590177304288	1590177304288
USER	CrearAnuncioTestPositivo	1464	START	1590177304288	1590177304288
REQUEST	1489		Welcome	1590177304288	1590177304291	OK	 
REQUEST	1464		Welcome	1590177304288	1590177304292	OK	 
REQUEST	88		Logged	1590177304288	1590177304293	OK	 
REQUEST	88		Logged Redirect 1	1590177304293	1590177304294	OK	 
REQUEST	37		Logged	1590177304314	1590177304317	OK	 
REQUEST	37		Logged Redirect 1	1590177304317	1590177304318	OK	 
REQUEST	89		Logged	1590177304314	1590177304319	OK	 
REQUEST	89		Logged Redirect 1	1590177304319	1590177304320	OK	 
USER	CrearAnuncioTestPositivo	1465	START	1590177304330	1590177304330
USER	CrearAnuncioTestNegativo	1490	START	1590177304331	1590177304331
REQUEST	1014		Login	1590177304330	1590177304332	OK	 
REQUEST	1039		Login	1590177304330	1590177304333	OK	 
REQUEST	1465		Welcome	1590177304330	1590177304335	OK	 
REQUEST	1490		Welcome	1590177304331	1590177304336	OK	 
REQUEST	38		Logged	1590177304338	1590177304340	OK	 
REQUEST	38		Logged Redirect 1	1590177304340	1590177304341	OK	 
REQUEST	1015		Login	1590177304361	1590177304362	OK	 
REQUEST	1040		Login	1590177304361	1590177304363	OK	 
USER	CrearAnuncioTestPositivo	1466	START	1590177304377	1590177304377
USER	CrearAnuncioTestNegativo	1491	START	1590177304377	1590177304377
REQUEST	90		Logged	1590177304377	1590177304382	OK	 
REQUEST	1466		Welcome	1590177304377	1590177304382	OK	 
REQUEST	39		Logged	1590177304379	1590177304383	OK	 
REQUEST	1491		Welcome	1590177304377	1590177304385	OK	 
REQUEST	90		Logged Redirect 1	1590177304382	1590177304386	OK	 
REQUEST	39		Logged Redirect 1	1590177304384	1590177304386	OK	 
REQUEST	1041		Login	1590177304392	1590177304394	OK	 
REQUEST	1016		Login	1590177304392	1590177304394	OK	 
USER	CrearAnuncioTestPositivo	1467	START	1590177304408	1590177304408
USER	CrearAnuncioTestNegativo	1492	START	1590177304408	1590177304408
REQUEST	1467		Welcome	1590177304408	1590177304413	OK	 
REQUEST	1492		Welcome	1590177304410	1590177304413	OK	 
REQUEST	91		Logged	1590177304408	1590177304415	OK	 
REQUEST	91		Logged Redirect 1	1590177304415	1590177304416	OK	 
REQUEST	1017		Login	1590177304439	1590177304441	OK	 
REQUEST	1042		Login	1590177304439	1590177304443	OK	 
USER	CrearAnuncioTestPositivo	1468	START	1590177304455	1590177304455
REQUEST	40		Logged	1590177304440	1590177304459	OK	 
USER	CrearAnuncioTestNegativo	1493	START	1590177304458	1590177304458
REQUEST	40		Logged Redirect 1	1590177304459	1590177304462	OK	 
REQUEST	1468		Welcome	1590177304455	1590177304461	OK	 
REQUEST	92		Logged	1590177304451	1590177304463	OK	 
REQUEST	92		Logged Redirect 1	1590177304463	1590177304464	OK	 
REQUEST	41		Logged	1590177304453	1590177304465	OK	 
REQUEST	41		Logged Redirect 1	1590177304465	1590177304466	OK	 
REQUEST	1493		Welcome	1590177304458	1590177304466	OK	 
REQUEST	1043		Login	1590177304474	1590177304476	OK	 
REQUEST	1018		Login	1590177304474	1590177304477	OK	 
USER	CrearAnuncioTestPositivo	1469	START	1590177304490	1590177304490
USER	CrearAnuncioTestNegativo	1494	START	1590177304490	1590177304490
REQUEST	1494		Welcome	1590177304490	1590177304493	OK	 
REQUEST	1469		Welcome	1590177304490	1590177304493	OK	 
REQUEST	93		Logged	1590177304490	1590177304494	OK	 
REQUEST	93		Logged Redirect 1	1590177304494	1590177304495	OK	 
REQUEST	1019		Login	1590177304508	1590177304508	OK	 
REQUEST	1044		Login	1590177304508	1590177304509	OK	 
